Year,New Or Old,Address,Production Origin,Color,Car Gearbox,Used (kilomet),Company,Fuel Type,Machine Capacity (L) Random,Price
2022, Xe mới, Thanh Hóa, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Peugeot, máy xăng, 1.6, 1 Tỷ 273 Triệu
2022, Xe mới, Lâm Đồng, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Kia, máy dầu, 2.2, 1 Tỷ 469 Triệu
2022, Xe mới, Đồng Nai, Xe lắp ráp trong nước, màu cát, số tự động, 0, Hyundai, máy xăng, 1.4, 504 Triệu
2017, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 68000, Lexus, máy xăng, 2.0, 1 Tỷ 980 Triệu
2019, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 9000, Honda, máy xăng, 1.5, 959 Triệu
2019, Xe cũ, Tuyên Quang, Xe lắp ráp trong nước, màu trắng, số tay, 68000, Kia, máy xăng, 1.4, 330 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu bạc, số tự động, 0, MG, máy xăng, 1.5, 619 Triệu
2022, Xe mới, Nghệ An, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Kia, máy xăng, 1.4, 704 Triệu
2022, Xe mới, Lâm Đồng, Xe lắp ráp trong nước, màu đen, số tay, 0, Ford, máy dầu, 2.2, 642 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 50000, Lexus, máy xăng, 5.7, 6 Tỷ 790 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 0, Toyota, máy dầu, 2.4, 1 Tỷ 181 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 50000, VinFast, máy xăng, 2.0, 1 Tỷ 35 Triệu
2013, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 86000, Kia, máy xăng, 2.0, 355 Triệu
2011, Xe cũ, Hải Phòng, Xe nhập khẩu, màu bạc, số tự động, 100000, Hyundai, máy xăng, 1.6, 319 Triệu
2019, Xe cũ, TP HCM, Xe nhập khẩu, màu xanh, số tự động, 23000, Ford, máy dầu, 2.2, 760 Triệu
2017, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu nâu, số tự động, 36757, Kia, máy xăng, 1.25, 328 Triệu
2022, Xe mới, Thái Nguyên, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, VinFast, máy xăng, 1.4, 373 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu cam, số tự động, 0, Mitsubishi, máy xăng, 1.5, 670 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 10000, Mercedes, máy xăng, 3.0, 4 Tỷ 450 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu xanh, số tự động, 0, Ford, máy dầu, 2.0, 1 Tỷ 400 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu xám, số tự động, 0, Suzuki, máy xăng, 1.5, 559 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu xám, số tự động, 0, Mazda, máy xăng, 1.5, 454 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 30000, Porsche, máy xăng, 3.0, 5 Tỷ 599 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Mercedes, máy xăng, 2.0, 2 Tỷ 99 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu ghi, số tự động, 0, Ford, máy dầu, 2.2, 662 Triệu
2013, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 71000, Honda, máy xăng, 2.4, 585 Triệu
2004, Xe cũ, Lạng Sơn, Xe lắp ráp trong nước, màu vàng, số tay, 150000, Suzuki, máy xăng, 1.6, 185 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu cam, số tự động, 40000, Ford, máy dầu, 3.2, 775 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 0, Mitsubishi, máy xăng, 1.2, 415 Triệu
2010, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 40000, Mercedes, máy xăng, 5.5, 1 Tỷ 850 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu bạc, số tự động, 30000, Toyota, máy dầu, 2.4, 755 Triệu
2022, Xe mới, Bình Dương, Xe lắp ráp trong nước, màu đen, số tự động, 0, VinFast, máy xăng, 2.0, 1 Tỷ 74 Triệu
2017, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 85000, Ford, máy xăng, 2.3, 1 Tỷ 450 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, VinFast, máy xăng, 2.0, 671 Triệu
2008, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 100000, Lexus, máy xăng, 4.7, 1 Tỷ 80 Triệu
2015, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 50000, Mercedes, máy xăng, 3.0, 2 Tỷ 169 Triệu
2017, Xe cũ, Hà Nội, Xe nhập khẩu, màu vàng, số tự động, 24000, Audi, máy xăng, 1.4, 1 Tỷ 199 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 30000, Mercedes, máy xăng, 2.0, 1 Tỷ 739 Triệu
2018, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 30000, Mercedes, máy xăng, 2.0, 1 Tỷ 648 Triệu
2022, Xe mới, Đồng Nai, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Honda, máy xăng, 1.5, 1 Tỷ 48 Triệu
2022, Xe mới, Hải Phòng, Xe nhập khẩu, màu trắng, số tự động, 0, MG, máy xăng, 1.6, 869 Triệu
2022, Xe mới, Bà Rịa Vũng Tàu, Xe nhập khẩu, màu trắng, số tự động, 0, Toyota, máy xăng, 1.5, 588 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Ford, máy dầu, 2.2, 820 Triệu
2022, Xe mới, Đăk Lăk, Xe lắp ráp trong nước, màu bạc, số tự động, 0, Honda, máy xăng, 1.5, 529 Triệu
2019, Xe cũ, Tây Ninh, Xe lắp ráp trong nước, màu trắng, số tự động, 37000, Hyundai, máy xăng, 1.6, 620 Triệu
2022, Xe mới, Bình Dương, Xe nhập khẩu, màu xám, số tự động, 0, MG, máy xăng, 1.5, 579 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu đỏ, số tự động, 0, Hyundai, máy xăng, 1.5, 620 Triệu
2007, Xe cũ, Cần Thơ, Xe nhập khẩu, màu đen, số tự động, 82000, Toyota, máy xăng, 3.5, 375 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Hyundai, máy xăng, 1.5, 670 Triệu
2008, Xe cũ, Thái Nguyên, Xe nhập khẩu, màu đen, số tự động, 12000, Toyota, máy xăng, 2.4, 450 Triệu
2015, Xe cũ, Quảng Ninh, Xe nhập khẩu, màu trắng, số tự động, 70000, Kia, máy xăng, 1.4, 399 Triệu
2012, Xe cũ, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 80000, LandRover, máy xăng, 2.0, 1 Tỷ 60 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu cát, số tự động, 50000, Kia, máy xăng, 2.0, 445 Triệu
2012, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu xám, số tự động, 96000, Kia, máy xăng, 1.6, 335 Triệu
2013, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 72000, Kia, máy xăng, 2.4, 480 Triệu
2020, Xe cũ, Hưng Yên, Xe lắp ráp trong nước, màu đỏ, số tự động, 18000, VinFast, máy xăng, 1.4, 330 Triệu
2022, Xe mới, Gia Lai, Xe nhập khẩu, màu trắng, số tự động, 0, Honda, máy xăng, 1.5, 870 Triệu
2017, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 45000, Chevrolet, máy xăng, 1.8, 455 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Mercedes, máy xăng, 2.0, 1 Tỷ 699 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, Toyota, máy xăng, 1.8, 719 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Mercedes, máy xăng, 3.0, 4 Tỷ 999 Triệu
2022, Xe mới, Vĩnh Phúc, Xe lắp ráp trong nước, màu xám, số tự động, 0, Kia, máy xăng, 1.6, 639 Triệu
2022, Xe mới, Quảng Ninh, Xe nhập khẩu, màu đen, số tự động, 0, Mercedes, máy xăng, 2.0, 8 Tỷ 399 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Hyundai, máy xăng, 2.5, 1 Tỷ 240 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu cam, số tự động, 0, Ford, máy dầu, 2.0, 907 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 23000, Mercedes, máy xăng, 2.0, 1 Tỷ 635 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu đỏ, số tự động, 0, Mitsubishi, máy xăng, 1.2, 460 Triệu
2022, Xe mới, Long An, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Hyundai, máy dầu, 2.2, 1 Tỷ 130 Triệu
2022, Xe mới, Vĩnh Phúc, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Mazda, máy xăng, 1.5, 686 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, Ford, máy dầu, 2.0, 1 Tỷ 379 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu bạc, số tự động, 0, Toyota, máy dầu, 2.4, 1 Tỷ 107 Triệu
2015, Xe cũ, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 52000, Nissan, máy xăng, 1.6, 699 Triệu
2015, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 78000, Toyota, máy xăng, 2.7, 645 Triệu
2015, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 86789, Kia, máy xăng, 2.4, 585 Triệu
2014, Xe cũ, Hà Nội, Xe nhập khẩu, màu bạc, số tay, 100000, Isuzu, máy dầu, 3.0, 395 Triệu
2022, Xe mới, Tiền Giang, Xe lắp ráp trong nước, màu đen, số tự động, 0, Kia, máy xăng, 1.6, 674 Triệu
2017, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 45000, Mercedes, máy xăng, 2.0, 1 Tỷ 459 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Ford, máy dầu, 2.0, 916 Triệu
2014, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đen, số tự động, 80000, Chevrolet, máy xăng, 1.5, 265 Triệu
2022, Xe mới, Cần Thơ, Xe nhập khẩu, màu đỏ, số tự động, 0, Toyota, máy xăng, 1.5, 648 Triệu
2005, Xe cũ, Thái Nguyên, Xe lắp ráp trong nước, màu đen, số tay, 210000, Toyota, máy xăng, 2.4, 275 Triệu
2015, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 86400, BMW, máy xăng, 2.0, 1 Tỷ 399 Triệu
2021, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 24000, Hyundai, máy xăng, 2.5, 1 Tỷ 355 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 41000, Kia, máy xăng, 2.4, 668 Triệu
2022, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 33, Porsche, máy xăng, 2.0, 5 Tỷ 200 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, Lexus, máy xăng, 3.4, 9 Tỷ 210 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tay, 0, Suzuki, máy xăng, 1.0, 255 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 0, Suzuki, máy xăng, 1.5, 555 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 0, Toyota, máy xăng, 1.0, 527 Triệu
2013, Xe cũ, Hà Nội, Xe nhập khẩu, màu bạc, số tự động, 80000, Hyundai, máy xăng, 2.4, 675 Triệu
2020, Xe mới, Đồng Nai, Xe nhập khẩu, màu đỏ, số tự động, 0, MG, máy xăng, 1.5, 778 Triệu
2020, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, MG, máy xăng, 1.5, 829 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 30000, Honda, máy xăng, 1.5, 1 Tỷ 20 Triệu
2022, Xe mới, Bình Dương, Xe lắp ráp trong nước, màu đồng, số tay, 0, Ford, máy dầu, 2.2, 845 Triệu
2009, Xe cũ, TP HCM, Xe nhập khẩu, màu xanh, số tự động, 98737, Toyota, máy xăng, 1.3, 310 Triệu
2022, Xe mới, Bình Dương, Xe nhập khẩu, màu đen, số tự động, 0, Toyota, máy xăng, 1.8, 765 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Suzuki, máy xăng, 1.0, 275 Triệu
2022, Xe mới, Lâm Đồng, Xe lắp ráp trong nước, màu trắng, số tay, 0, Kia, máy xăng, 1.4, 359 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Kia, máy dầu, 2.2, 1 Tỷ 199 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 0, Kia, máy dầu, 2.2, 1 Tỷ 489 Triệu
2015, Xe cũ, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 55000, Mercedes, máy xăng, 2.0, 830 Triệu
2016, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu cát, số tự động, 101000, Toyota, máy xăng, 2.0, 688 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 30000, Kia, máy xăng, 2.0, 610 Triệu
2019, Xe cũ, Bình Dương, Xe nhập khẩu, màu trắng, số tự động, 50000, Honda, máy xăng, 1.8, 685 Triệu
2021, Xe mới, Bình Dương, Xe nhập khẩu, màu trắng, số tự động, 0, Nissan, máy xăng, 1.0, 579 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tay, 0, Nissan, máy xăng, 1.0, 450 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Toyota, máy xăng, 1.5, 586 Triệu
2019, Xe cũ, Bình Dương, Xe lắp ráp trong nước, màu trắng, số tự động, 60000, Toyota, máy xăng, 1.5, 515 Triệu
2012, Xe cũ, Hải Phòng, Xe lắp ráp trong nước, màu trắng, số tự động, 150000, Mitsubishi, máy dầu, 2.5, 505 Triệu
2014, Xe cũ, Bắc Ninh, Xe nhập khẩu, màu đỏ, số tự động, 63000, Kia, máy xăng, 1.0, 248 Triệu
2017, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu nâu, số tự động, 62000, Mercedes, máy xăng, 2.0, 1 Tỷ 100 Triệu
2022, Xe mới, Gia Lai, Xe nhập khẩu, màu xanh, số tự động, 0, Toyota, máy xăng, 1.0, 527 Triệu
2015, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 90000, Toyota, máy xăng, 2.7, 635 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu đỏ, số tự động, 0, Toyota, máy xăng, 1.0, 547 Triệu
2022, Xe mới, Nghệ An, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Mercedes, máy xăng, 2.0, 2 Tỷ 530 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu xám, số tự động, 0, Nissan, máy xăng, 1.0, 554 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 39000, Toyota, máy xăng, 2.5, 1 Tỷ 130 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Mercedes, máy xăng, 2.0, 2 Tỷ 530 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 0, Hyundai, máy xăng, 2.0, 925 Triệu
2015, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu xám, số tự động, 115000, Toyota, máy xăng, 2.7, 620 Triệu
2015, Xe cũ, Vĩnh Phúc, Xe lắp ráp trong nước, màu đỏ, số tự động, 70000, Mazda, máy xăng, 2.0, 515 Triệu
2021, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 7000, Ford, máy dầu, 2.2, 760 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu cát, số tự động, 15000, Lexus, máy xăng, 2.5, 2 Tỷ 390 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Subaru, máy xăng, 2.0, 1 Tỷ 88 Triệu
2011, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 100000, Mercedes, máy xăng, 1.8, 550 Triệu
2019, Xe mới, TP HCM, Xe nhập khẩu, màu xanh, số tự động, 0, Maserati, máy xăng, 3.8, 8 Tỷ 439 Triệu
2016, Xe cũ, Hà Giang, Xe nhập khẩu, màu bạc, số tay, 750000, Kia, máy xăng, 1.4, 335 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 20000, Ford, máy dầu, 2.2, 699 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 30000, Toyota, máy xăng, 1.5, 535 Triệu
2017, Xe cũ, Hà Nội, Xe nhập khẩu, màu nâu, số tự động, 65000, Mercedes, máy xăng, 3.0, 3 Tỷ 250 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 60000, Lexus, máy xăng, 5.7, 6 Tỷ 479 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu xanh, số tự động, 0, Toyota, xe hybrid, 1.8, 936 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Honda, máy xăng, 1.5, 730 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu cam, số tự động, 0, Suzuki, máy xăng, 1.5, 559 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tay, 0, Suzuki, máy xăng, 1.0, 255 Triệu
2015, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu xám, số tự động, 80000, Toyota, máy xăng, 2.7, 589 Triệu
2017, Xe cũ, Bắc Giang, Xe lắp ráp trong nước, màu cát, số tay, 85000, Toyota, máy xăng, 1.5, 358 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Mazda, máy xăng, 2.0, 879 Triệu
2022, Xe mới, Khánh Hòa, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Mercedes, máy xăng, 2.0, 2 Tỷ 470 Triệu
2013, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 61200, BMW, máy xăng, 2.0, 750 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu cam, số tự động, 0, Suzuki, máy xăng, 1.2, 530 Triệu
2015, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 52369, Kia, máy xăng, 2.0, 515 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu đỏ, số tự động, 0, Ford, máy xăng, 2.3, 2 Tỷ 399 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu bạc, số tự động, 0, Toyota, máy xăng, 1.5, 501 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Hyundai, máy xăng, 1.4, 542 Triệu
2020, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 65000, Toyota, máy xăng, 1.5, 559 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Mitsubishi, máy xăng, 1.5, 630 Triệu
2018, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu xanh, số tự động, 26000, Mercedes, máy xăng, 2.0, 1 Tỷ 639 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, Toyota, máy xăng, 1.5, 648 Triệu
2021, Xe mới, Bắc Giang, Xe nhập khẩu, màu trắng, số tự động, 0, Ford, máy xăng, 2.3, 2 Tỷ 369 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Nissan, máy xăng, 1.0, 575 Triệu
2022, Xe mới, Bình Dương, Xe lắp ráp trong nước, màu đen, số tự động, 0, Mercedes, máy xăng, 2.0, 2 Tỷ 470 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu xám, số tự động, 0, Mitsubishi, máy xăng, 2.0, 938 Triệu
2022, Xe mới, Bình Dương, Xe nhập khẩu, màu đen, số tự động, 0, Mercedes, máy xăng, 2.0, 2 Tỷ 399 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 32000, Lexus, máy xăng, 5.7, 8 Tỷ 900 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu cam, số tự động, 21668, BMW, máy xăng, 1.5, 1 Tỷ 450 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Mazda, máy xăng, 2.0, 879 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu cam, số tự động, 0, Ford, máy dầu, 2.0, 900 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 27000, Lexus, máy xăng, 2.0, 2 Tỷ 920 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu vàng, số tự động, 0, Toyota, máy xăng, 1.0, 527 Triệu
2014, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 58000, Mercedes, máy xăng, 2.0, 858 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu xám, số tự động, 0, Toyota, máy xăng, 2.7, 2 Tỷ 588 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Toyota, máy xăng, 1.5, 588 Triệu
2014, Xe cũ, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 90000, Ford, máy dầu, 3.2, 565 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 20000, Ford, máy dầu, 2.0, 1 Tỷ 279 Triệu
